Count_C1DNANuclei,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05ColorToGray,ExecutionTime_06CorrectIlluminationApply,ExecutionTime_07IdentifyPrimaryObjects,ExecutionTime_08MeasureObjectIntensity,FileName_C1illum,FileName_C2illum,FileName_C3illum,FileName_raw,ImageNumber,Metadata_XY,Metadata_basename,Scaling_raw,Threshold_FinalThreshold_C1DNANuclei
10.0,0,0.0,0.8599999999999994,0,0.3100000000000023,0.37000000000000455,1.9799999999999898,0.8800000000000097,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0078.tif,78,78,Atr+C Day2,65535,0.01
8.0,0,0.0,0.9000000000000057,0,0.3199999999999932,0.3500000000000085,1.8999999999999915,0.8800000000000097,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0079.tif,79,79,Atr+C Day2,65535,0.01
2.0,0,0.0,1.1899999999999977,0,0.4000000000000057,0.44999999999998863,1.990000000000009,0.9899999999999949,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0080.tif,80,80,Atr+C Day2,65535,0.01
8.0,0,0.0,1.009999999999991,0,0.4099999999999966,0.4399999999999977,1.970000000000013,0.9699999999999989,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0081.tif,81,81,Atr+C Day2,65535,0.01
4.0,0,0.0,1.0300000000000153,0,0.4200000000000017,0.44000000000001194,1.9899999999999949,0.9900000000000091,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0082.tif,82,82,Atr+C Day2,65535,0.01
2.0,0,0.0,1.0499999999999972,0,0.4199999999999875,0.4399999999999835,1.980000000000004,0.9899999999999949,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0083.tif,83,83,Atr+C Day2,65535,0.01
12.0,0,0.0,1.8100000000000023,0,0.5600000000000023,0.4399999999999977,1.9699999999999847,0.8100000000000023,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0084.tif,84,84,Atr+C Day2,65535,0.01
8.0,0,0.0,1.7499999999999858,0,0.5799999999999983,0.45000000000000284,2.039999999999992,0.8400000000000034,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0085.tif,85,85,Atr+C Day2,65535,0.01
8.0,0,0.0,1.2699999999999818,0,0.6700000000000017,0.7200000000000131,2.030000000000001,0.8599999999999994,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0086.tif,86,86,Atr+C Day2,65535,0.01
4.0,0,0.0,2.010000000000005,0,0.6199999999999903,0.4299999999999926,2.0400000000000063,0.8499999999999943,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0087.tif,87,87,Atr+C Day2,65535,0.01
6.0,0,0.0,1.3299999999999983,0,0.3599999999999852,0.3999999999999915,1.740000000000009,0.9499999999999886,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0088.tif,88,88,Atr+C Day2,65535,0.01
9.0,0,0.0,1.8599999999999852,0,0.6599999999999966,0.46000000000000796,1.7099999999999937,0.9100000000000108,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0089.tif,89,89,Atr+C Day2,65535,0.01
14.0,0,0.0,1.5200000000000102,0,0.3400000000000034,0.3200000000000074,1.8000000000000114,0.8299999999999983,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0090.tif,90,90,Atr+C Day2,65535,0.01
15.0,0,0.0,1.4899999999999949,0,0.4200000000000017,0.2400000000000091,1.7800000000000011,0.7999999999999972,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0091.tif,91,91,Atr+C Day2,65535,0.01
6.0,0,0.0,0.8900000000000006,0,0.35999999999999943,0.4200000000000017,2.549999999999997,0.7999999999999972,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0092.tif,92,92,Atr+C Day2,65535,0.01
0.0,0,0.0,1.029999999999987,0,0.4300000000000068,0.3999999999999915,2.1899999999999977,0.5299999999999869,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0093.tif,93,93,Atr+C Day2,65535,0.01
8.0,0,0.0,1.1300000000000097,0,0.37000000000000455,0.4299999999999926,2.539999999999992,0.8200000000000074,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0094.tif,94,94,Atr+C Day2,65535,0.01
16.0,0,0.0,1.1200000000000045,0,0.38000000000000966,0.4399999999999977,2.5,0.8000000000000114,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0095.tif,95,95,Atr+C Day2,65535,0.01
3.0,0,0.0,1.0499999999999972,0,0.37000000000000455,0.45999999999999375,1.7299999999999898,0.710000000000008,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0096.tif,96,96,Atr+C Day2,65535,0.01
6.0,0,0.0,0.7900000000000063,0,0.29999999999999716,0.4399999999999977,1.7399999999999949,0.7299999999999898,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0097.tif,97,97,Atr+C Day2,65535,0.01
10.0,0,0.0,1.0300000000000011,0,0.44999999999998863,0.4100000000000108,2.269999999999996,0.7299999999999898,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0098.tif,98,98,Atr+C Day2,65535,0.01
6.0,0,0.0,0.9099999999999966,0,0.28000000000000114,0.4199999999999875,2.239999999999995,0.75,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0099.tif,99,99,Atr+C Day2,65535,0.01
8.0,0,0.0,0.9099999999999966,0,0.3299999999999983,0.37999999999999545,2.1300000000000097,0.7199999999999989,Atr+C Day2_XY0100C1illum.tiff,Atr+C Day2_XY0100C2illum.tiff,Atr+C Day2_XY0100C3illum.tiff,Atr+C Day2_XY0100.tif,100,100,Atr+C Day2,65535,0.01
