ImageNumber,ObjectNumber,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
2,26,382.26841517857144,252.58035714285714,0,26
2,27,25.294117647058822,268.0211397058824,0,27
2,28,51.362694300518136,284.38471502590676,0,28
2,29,580.1222222222223,289.3152777777778,0,29
2,30,832.0343166767008,300.258880192655,0,30
2,31,105.16887709991158,302.02475685234305,0,31
2,32,472.69913850231944,310.4956925115971,0,32
2,33,1158.1505112474438,307.7550102249489,0,33
2,34,272.6962457337884,318.84027303754266,0,34
2,35,36.86291179596174,323.4272051009564,0,35
2,36,378.4200332042059,334.67072495849476,0,36
2,37,338.18390804597703,334.8462643678161,0,37
2,38,1087.0685307017543,340.97258771929825,0,38
2,39,133.35193452380952,350.1294642857143,0,39
2,40,274.72486033519556,354.82751396648047,0,40
2,41,612.3888048411497,376.1164901664145,0,41
2,42,826.2288313505949,392.2001399580126,0,42
2,43,74.62439807383628,407.3338683788122,0,43
2,44,451.49370836417467,407.900074019245,0,44
2,45,1159.8602442333786,421.1356852103121,0,45
2,46,77.63149078726968,431.1574539363484,0,46
2,47,525.144696969697,433.3007575757576,0,47
2,48,766.1232492997199,432.03921568627453,0,48
2,49,787.6800966962128,453.64867042707493,0,49
2,50,1139.1588902900378,453.4754098360656,0,50
2,51,1056.3076923076924,457.57875457875457,0,51
2,52,895.1308858739027,468.00319233838786,0,52
2,53,345.2153153153153,469.84864864864863,0,53
2,54,110.45042678923178,481.63887065003286,0,54
2,55,218.02602739726026,484.60616438356163,0,55
2,56,320.08978494623653,508.0376344086022,0,56
2,57,395.9291479820628,512.3946188340807,0,57
2,58,1187.0596153846154,511.84615384615387,0,58
2,59,1119.5111856823266,529.4519015659955,0,59
2,60,686.7406576980568,532.3684603886397,0,60
2,61,302.19623131903836,543.7680311890838,0,61
2,62,751.216894977169,548.7153729071538,0,62
2,63,36.943661971830984,572.7725352112676,0,63
2,64,1039.4454545454546,577.8787878787879,0,64
2,65,1081.6784544859202,576.7426326129666,0,65
2,66,925.6365688487584,582.9450714823175,0,66
2,67,428.00335120643433,610.514745308311,0,67
2,68,1138.4283276450512,613.9957337883959,0,68
2,69,859.9802431610942,626.4407294832827,0,69
2,70,579.0541254125412,628.3201320132014,0,70
2,71,1029.9144587433761,645.227857683573,0,71
2,72,1182.9112947658402,645.934435261708,0,72
2,73,250.6813353566009,667.0204855842185,0,73
2,74,106.3997606223818,672.4865350089767,0,74
2,75,436.80896686159844,677.6559454191033,0,75
2,76,483.6336241078509,681.9516256938938,0,76
2,77,334.40099937539037,684.579637726421,0,77
2,78,635.779397473275,688.2978620019436,0,78
2,79,22.343177189409367,691.1771894093687,0,79
2,80,437.8309920983319,723.7339771729587,0,80
2,81,725.4493055555556,742.7,0,81
2,82,390.6810035842294,748.2258064516129,0,82
2,83,563.621107266436,761.9913494809689,0,83
2,84,874.1363636363636,771.5690235690236,0,84
2,85,1077.1974569932686,773.4525056095737,0,85
2,86,1017.2940388479572,785.4373744139317,0,86
2,87,1179.84855233853,806.4758723088345,0,87
2,88,498.3010355029586,811.7152366863905,0,88
2,89,759.0847723704867,826.0164835164835,0,89
2,90,510.21989966555185,846.5660535117057,0,90
2,91,577.4832677165355,854.1446850393701,0,91
2,92,1133.9345335515548,857.9459901800327,0,92
2,93,640.6498838109992,881.4717273431448,0,93
2,94,990.8194207836457,887.4224872231687,0,94
3,1,970.3705985915493,52.804577464788736,0,1
3,2,401.0873949579832,56.443697478991595,0,2
3,3,649.9926017262638,82.21948212083848,0,3
3,4,76.99071729957807,112.79831223628692,0,4
3,5,1194.052833078101,110.22511485451761,0,5
3,6,258.67364414843007,116.53948620361561,0,6
3,7,524.8709677419355,118.02400600150038,0,7
3,8,743.6421800947867,118.82859399684044,0,8
3,9,996.468373493976,140.8975903614458,0,9
3,10,911.0384870603849,145.30789648307896,0,10
3,11,618.9146282973621,167.73525179856114,0,11
3,12,777.2485946283573,176.83822610868208,0,12
3,13,1068.2541666666666,186.73333333333332,0,13
3,14,484.1305248618784,190.4468232044199,0,14
3,15,135.01893171061528,200.04124408384044,0,15
3,16,83.47147651006712,197.9748322147651,0,16
3,17,895.687552213868,191.7201336675021,0,17
3,18,676.379013761468,198.9598623853211,0,18
3,19,286.8781313473257,205.7400135409614,0,19
3,20,869.8924528301886,213.46603773584906,0,20
3,21,198.98361650485438,227.15473300970874,0,21
3,22,1028.389576883385,227.50670794633643,0,22
3,23,470.3382451440054,230.324849296718,0,23
3,24,206.48442367601245,282.8543613707165,0,24
3,25,746.984771573604,287.9111675126904,0,25
3,26,485.30205441421435,299.5302609661299,0,26
3,27,523.5918629550321,302.9169164882227,0,27
3,28,189.9122695486332,314.02924348378895,0,28
3,29,942.1157528285465,322.54569190600523,0,29
3,30,42.80871306960441,334.1992989484226,0,30
3,31,613.36,341.1276595744681,0,31
3,32,1183.3159771754636,341.61412268188303,0,32
3,33,1118.6568699485672,345.33504775900076,0,33
3,34,1060.6816666666666,365.20666666666665,0,34
3,35,737.984474241355,373.5645730416373,0,35
3,36,122.03523382447149,373.15631005765533,0,36
3,37,345.1864064602961,386.88290713324363,0,37
3,38,466.7722081218274,389.43781725888323,0,38
3,39,1109.6369365002424,393.3523994183228,0,39
3,40,873.0246268656716,394.6962686567164,0,40
3,41,727.4398395721926,412.5982620320856,0,41
3,42,141.73587674247983,418.0190755685987,0,42
3,43,941.5108086469176,431.38110488390714,0,43
3,44,1188.8382222222222,436.28444444444443,0,44
3,45,986.1131025957973,450.99505562422746,0,45
3,46,375.7760663507109,463.1718009478673,0,46
3,47,131.90222222222224,483.5676190476191,0,47
3,48,593.8953786906291,503.88767650834404,0,48
3,49,850.5697674418604,504.8381037567084,0,49
3,50,638.215710723192,513.4725685785536,0,50
3,51,712.5443786982248,517.8550295857988,0,51
3,52,805.8015717092338,523.5821872953503,0,52
3,53,76.69038076152304,530.1427855711423,0,53
3,54,1136.6564160971907,539.4225512528474,0,54
3,55,423.8703703703704,541.7784391534392,0,55
3,56,232.9603118355776,545.0935506732814,0,56
3,57,163.1072186836518,555.5631634819533,0,57
3,58,874.416037735849,561.8952830188679,0,58
3,59,762.1083032490975,597.9617328519855,0,59
3,60,319.0871886120996,600.4306049822064,0,60
3,61,679.4862924281985,618.5365535248042,0,61
3,62,367.1570545829042,624.5947476828012,0,62
3,63,1047.660294117647,648.7470588235294,0,63
3,64,78.33208395802099,654.4865067466267,0,64
3,65,956.6255411255411,654.8001443001443,0,65
3,66,138.47619047619048,665.4520358868185,0,66
3,67,244.65307532826537,668.9930891499655,0,67
3,68,179.15595075239398,694.3242134062928,0,68
3,69,48.21497584541063,698.121578099839,0,69
3,70,573.2054263565891,700.5322997416021,0,70
3,71,323.3941215764863,702.1523046092184,0,71
3,72,933.5469208211143,711.8284457478006,0,72
3,73,70.1584084084084,726.6268768768768,0,73
3,74,365.20310391363023,729.699730094467,0,74
3,75,797.6263368983957,757.7005347593583,0,75
3,76,629.9303370786516,774.3024719101123,0,76
3,77,154.43178893178893,787.2252252252252,0,77
3,78,1124.6683710737764,788.3900657414171,0,78
3,79,676.0631629701061,796.9030858244937,0,79
3,80,69.48898365316276,804.9040511727079,0,80
3,81,257.3173582700175,806.2799532437172,0,81
3,82,1005.2080200501254,817.6858813700919,0,82
3,83,502.00966494845363,818.889175257732,0,83
3,84,1172.607159247361,819.6764570904085,0,84
3,85,632.3635014836796,821.4666172106824,0,85
3,86,85.9005722460658,836.5679542203147,0,86
3,87,818.9966914805625,861.1720430107526,0,87
3,88,961.0997130559541,878.9842180774749,0,88
4,1,517.7953216374269,25.972059779077323,0,1
4,2,823.8872131147541,48.337704918032784,0,2
4,3,654.2427063935444,51.89075108628181,0,3
4,4,270.78704297626683,63.57729313662604,0,4
4,5,1016.3016949152542,61.23276836158192,0,5
4,6,473.1179381443299,72.12453608247422,0,6
4,7,1063.280178837556,82.34426229508196,0,7
4,8,1191.621212121212,85.39520202020202,0,8
4,9,995.0900723208415,91.51610782380013,0,9
4,10,1032.8308501314636,99.46099912357582,0,10
4,11,892.9606440071557,101.48881932021467,0,11
4,12,776.4684410646388,121.91178707224334,0,12
4,13,944.3637833468068,117.28940986257074,0,13
4,14,640.9069767441861,128.69051878354205,0,14
4,15,478.1349840255591,136.46246006389777,0,15
4,16,384.9435431537962,142.43543153796236,0,16
4,17,230.2299319727891,147.41224489795917,0,17
4,18,689.9900924702774,149.32694848084543,0,18
4,19,59.77984274481773,151.6733380986419,0,19
4,20,985.8362470862471,154.14743589743588,0,20
4,21,804.1314314824249,164.43963321446765,0,21
4,22,732.1807664497469,180.60809833694867,0,22
4,23,1197.9317751105496,198.11118130132658,0,23
4,24,553.4298584298584,236.8803088803089,0,24
4,25,863.2502071251035,240.15741507870754,0,25
4,26,89.19893292682927,242.54954268292684,0,26
4,27,242.64620729588881,242.52287203242616,0,27
4,28,1055.6354166666667,252.55208333333334,0,28
4,29,684.0496183206106,257.24503816793896,0,29
4,30,945.302116741501,262.3175112251443,0,30
4,31,891.8118948824343,265.90594744121717,0,31
4,32,293.4186046511628,279.2307692307692,0,32
4,33,214.71097770154373,281.7195540308748,0,33
4,34,1122.2261989978526,283.5798138869005,0,34
4,35,840.684518013632,288.9483933787731,0,35
4,36,341.86464968152865,290.7420382165605,0,36
4,37,531.605138607167,312.56457065584857,0,37
4,38,71.06639004149378,319.31120331950206,0,38
4,39,975.6771428571428,331.26785714285717,0,39
4,40,187.54390742001362,346.2695711368278,0,40
4,41,629.2131782945736,354.6782945736434,0,41
4,42,732.0410367170626,361.4254859611231,0,42
4,43,253.87934782608696,373.88260869565215,0,43
4,44,473.67192429022083,375.2018927444795,0,44
4,45,1102.18349564326,411.41465914915426,0,45
4,46,303.3782654127482,415.7836990595611,0,46
4,47,934.6044962531224,419.36053288925893,0,47
4,48,380.48678720445065,424.46592489568843,0,48
4,49,269.5620767494357,436.0022573363431,0,49
4,50,330.4556053811659,436.4538116591928,0,50
4,51,780.6883928571428,438.5267857142857,0,51
4,52,566.4991735537191,464.76776859504133,0,52
4,53,1191.1875357347055,464.4814179531161,0,53
4,54,31.370454545454546,480.9106060606061,0,54
4,55,511.4728171334432,482.86490939044484,0,55
4,56,939.6534653465346,487.8456610366919,0,56
4,57,1018.2412095639944,492.7376933895921,0,57
4,58,1137.5504935459378,509.2892938496583,0,58
4,59,524.231338264963,513.3618022864829,0,59
4,60,314.6735419630156,515.2396870554766,0,60
4,61,627.7340909090909,516.4810606060606,0,61
4,62,77.20954692556634,532.2734627831716,0,62
4,63,787.0385906040268,531.9362416107383,0,63
4,64,1090.4009819967266,539.7054009819967,0,64
4,65,193.77152899824253,552.1599297012302,0,65
4,66,99.28626842513576,578.7486423584173,0,66
4,67,1092.8415910676902,576.8150732728542,0,67
4,68,807.9421241050119,581.5417661097852,0,68
4,69,489.1831683168317,586.983498349835,0,69
4,70,248.44302090357382,595.751854349292,0,70
4,71,945.2238924050633,607.6392405063291,0,71
4,72,398.1699258260283,605.0478759271747,0,72
4,73,277.94056463595837,624.2540861812779,0,73
4,74,421.70115399920417,641.7600477516912,0,74
4,75,93.45075016307894,655.2120026092629,0,75
4,76,1061.1935483870968,655.5049627791564,0,76
4,77,791.535606060606,659.8628787878788,0,77
4,78,365.4427194860814,677.0942184154176,0,78
4,79,666.500762195122,667.6966463414634,0,79
4,80,132.6388763026733,676.8504757589488,0,80
4,81,334.14008620689657,688.3390804597701,0,81
4,82,1105.013071895425,679.8707334785767,0,82
4,83,210.06058981233244,699.8552278820375,0,83
4,84,1139.279299847793,703.5631659056316,0,84
4,85,881.0474683544304,717.0751582278481,0,85
4,86,425.3236903831118,717.2455043002345,0,86
4,87,592.5179750550257,724.1093176815847,0,87
4,88,913.3984674329502,723.6685823754789,0,88
4,89,377.037037037037,736.2929292929293,0,89
4,90,963.7771639042357,740.9198895027624,0,90
4,91,317.5873968492123,777.5686421605401,0,91
4,92,736.1265611990009,780.3730224812656,0,92
4,93,416.1135014836795,781.8939169139466,0,93
4,94,488.9004329004329,784.9480519480519,0,94
4,95,384.5244604316547,800.5172661870504,0,95
4,96,199.93503937007873,800.5938320209974,0,96
4,97,633.7893081761006,810.6238993710692,0,97
4,98,168.86662106703147,820.8365253077975,0,98
4,99,1085.9837837837838,821.5938223938224,0,99
4,100,243.48301886792453,848.2094339622641,0,100
5,1,351.86246418338106,31.893266475644698,0,1
5,2,116.66721854304636,40.086092715231786,0,2
5,3,711.7836787564767,40.81670984455958,0,3
5,4,824.2131893121092,47.47697555429221,0,4
5,5,890.2761627906976,51.65406976744186,0,5
5,6,390.5466262319939,54.43138741470811,0,6
5,7,61.12676056338028,59.60328638497653,0,7
5,8,158.1184636742249,74.67653863951874,0,8
5,9,582.1691772885284,97.88933951332561,0,9
5,10,724.8206214689266,96.24435028248588,0,10
5,11,114.91816693944354,99.94762684124386,0,11
5,12,394.4305071622145,94.43050716221448,0,12
5,13,1074.0867287543656,111.87892898719441,0,13
5,14,696.6496598639455,115.08673469387755,0,14
5,15,136.25179340028694,133.6764705882353,0,15
5,16,445.95841716968476,138.3085177733065,0,16
5,17,896.5556195965418,140.8979827089337,0,17
5,18,706.8901303538175,145.11607697082556,0,18
5,19,96.55162241887906,146.95058997050148,0,19
5,20,667.9121835443038,163.7879746835443,0,20
5,21,78.63280853224987,191.70695784662266,0,21
5,22,640.2375,194.16666666666666,0,22
5,23,326.50048030739674,194.16522574447646,0,23
5,24,558.6498360655738,202.17508196721312,0,24
5,25,276.62720588235294,205.65882352941176,0,25
5,26,41.73869731800766,212.74176245210728,0,26
5,27,131.2,222.89655172413794,0,27
5,28,446.49969897652016,240.31246237206503,0,28
5,29,1021.5078534031413,258.0972326103216,0,29
5,30,1129.6903765690377,261.19299163179915,0,30
5,31,97.28116343490305,264.6031855955679,0,31
5,32,612.6244162775183,274.91727818545695,0,32
5,33,785.8480333730631,287.1376638855781,0,33
5,34,934.64302416212,285.91192517537024,0,34
5,35,825.8967484312607,340.1158014831717,0,35
5,36,90.8024429102496,348.231014338821,0,36
5,37,491.46771771771773,357.6666666666667,0,37
5,38,1168.6141732283465,359.78582677165355,0,38
5,39,977.0030864197531,365.15817901234567,0,39
5,40,587.4424057084608,377.07747196738023,0,40
5,41,994.5065055762082,390.22769516728624,0,41
5,42,81.41576819407008,392.010781671159,0,42
5,43,1189.0492063492063,408.034126984127,0,43
5,44,26.01860119047619,429.6949404761905,0,44
5,45,971.9265887509131,447.8692476260044,0,45
5,46,365.74984365228266,440.9105691056911,0,46
5,47,1068.0790611488574,447.6034589252625,0,47
5,48,674.1165594855305,464.6004823151125,0,48
5,49,215.00613154960982,468.18729096989966,0,49
5,50,623.1027972027972,470.06503496503495,0,50
5,51,172.75359342915812,475.04928131416835,0,51
5,52,530.4474375821288,475.1057818659658,0,52
5,53,1135.3875838926174,479.17785234899327,0,53
5,54,779.3245784695201,491.57360570687416,0,54
5,55,699.9074803149606,499.3917322834646,0,55
5,56,936.3525322740815,522.9682224428997,0,56
5,57,1162.821357285429,526.1996007984031,0,57
5,58,72.4125,528.6916666666667,0,58
5,59,269.0821752265861,537.0422960725075,0,59
5,60,860.3851674641148,540.3857655502393,0,60
5,61,365.6254355400697,548.5493612078978,0,61
5,62,476.40264900662254,551.1668874172185,0,62
5,63,413.5073280721533,548.3393461104848,0,63
5,64,778.7528925619835,559.2148760330579,0,64
5,65,444.64496124031007,562.5472868217054,0,65
5,66,923.4200310559006,563.7344720496894,0,66
5,67,566.0256959314776,598.4346895074947,0,67
5,68,1065.4381846635367,611.5500782472614,0,68
5,69,676.2264890282132,615.1136363636364,0,69
5,70,87.26985796948975,622.7306680694371,0,70
5,71,227.2987804878049,624.7896341463414,0,71
5,72,828.8121546961326,628.5998421468034,0,72
5,73,873.0928196147111,631.2346760070053,0,73
5,74,279.34479793637144,634.8512467755804,0,74
5,75,755.7053435114503,646.5442748091604,0,75
5,76,1048.0405286343612,656.8969162995595,0,76
5,77,681.0021052631579,676.9761403508772,0,77
5,78,466.2517214996174,681.2333588370313,0,78
5,79,832.6472727272727,683.4854545454546,0,79
5,80,1202.986320109439,720.7359781121751,0,80
5,81,646.9190887666929,725.9615082482326,0,81
5,82,468.46507352941177,730.7647058823529,0,82
5,83,478.88974641675856,754.4310915104741,0,83
5,84,131.79683597002497,759.4238134887594,0,84
5,85,166.7576763485477,767.8547717842324,0,85
5,86,65.55274888558692,772.1537890044576,0,86
5,87,334.8932748538012,780.4978070175439,0,87
5,88,430.84157832744404,785.2002355712604,0,88
5,89,222.50541516245488,790.6290613718412,0,89
5,90,146.823613086771,795.4893314366999,0,90
5,91,532.1875,803.9495481927711,0,91
5,92,941.7970297029703,810.1980198019802,0,92
5,93,472.1791505791506,813.3691119691119,0,93
5,94,1103.3693950177935,816.6291814946619,0,94
5,95,671.1608996539792,822.3166089965398,0,95
5,96,581.8042704626334,845.5238434163701,0,96
5,97,105.50696378830084,848.7186629526462,0,97
5,98,773.7950116913483,851.3780202650039,0,98
6,1,400.69406392694066,38.421004566210044,0,1
6,2,938.0846715328468,40.27080291970803,0,2
6,3,194.60704052394595,48.9250920998772,0,3
6,4,541.902260232132,73.84789248625535,0,4
6,5,685.318563789152,73.66386554621849,0,5
6,6,764.2295988934993,82.82088520055325,0,6
6,7,505.6528384279476,95.61310043668122,0,7
6,8,160.27532290958533,101.33990482664854,0,8
6,9,96.65991902834008,104.65263157894736,0,9
6,10,815.4398456681866,107.36338126972991,0,10
6,11,56.419816723940436,116.02806414662085,0,11
6,12,303.1716705157814,116.44572748267899,0,12
6,13,865.088749126485,131.25716282320056,0,13
6,14,395.89042089985486,134.60159651669085,0,14
6,15,1068.4656925031766,150.27445997458705,0,15
6,16,656.0142348754448,155.02633451957294,0,16
6,17,832.5668534827862,158.3530824659728,0,17
6,18,223.70361207323108,171.51410192973776,0,18
6,19,727.3415195702225,189.5594781273983,0,19
6,20,915.5744680851063,193.61605415860734,0,20
6,21,48.24428274428274,210.90176715176716,0,21
6,22,580.7820665083135,211.79631828978623,0,22
6,23,557.6398872445384,238.1740662438337,0,23
6,24,900.3781861292234,233.03260225251927,0,24
6,25,19.46482122260669,255.75663206459055,0,25
6,26,387.6619170984456,259.92875647668393,0,26
6,27,975.9474605954466,257.97810858143606,0,27
6,28,197.8285498489426,276.46676737160124,0,28
6,29,527.5858328015316,290.09317166560305,0,29
6,30,737.4988730277986,290.3613824192337,0,30
6,31,68.84740078256009,300.79206260480714,0,31
6,32,241.47256766642283,297.87637161667885,0,32
6,33,849.8490861618799,310.1608355091384,0,33
6,34,734.0350291909925,327.17347789824856,0,34
6,35,475.92984615384614,353.88246153846154,0,35
6,36,653.6572022160665,360.82894736842104,0,36
6,37,702.8671789242591,362.9586534943286,0,37
6,38,529.3211064341551,389.4004810583283,0,38
6,39,1023.0211171662125,403.1982288828338,0,39
6,40,695.18,406.09444444444443,0,40
6,41,569.2564102564103,408.982905982906,0,41
6,42,757.0225197808886,435.1180766889836,0,42
6,43,964.0292184075968,436.71365960555147,0,43
6,44,519.8013888888889,435.1173611111111,0,44
6,45,153.1017251635931,463.4907792980369,0,45
6,46,583.0659898477157,476.4524111675127,0,46
6,47,428.75950196592396,478.07339449541286,0,47
6,48,817.1969696969697,477.15686274509807,0,48
6,49,746.1947496947497,477.7728937728938,0,49
6,50,297.85388127853884,483.04623287671234,0,50
6,51,1172.735459662289,497.6072545340838,0,51
6,52,144.0130222463375,508.05697232772656,0,52
6,53,553.7012195121952,510.9115853658537,0,53
6,54,957.9577995478523,518.3338357196684,0,54
6,55,566.851411589896,534.812778603269,0,55
6,56,1153.6152450090744,540.3275862068965,0,56
6,57,701.8126752664049,553.1093662366798,0,57
6,58,110.51915184678522,562.4363885088919,0,58
6,59,254.63456790123456,577.7917695473251,0,59
6,60,345.8515519568151,576.5971659919028,0,60
6,61,759.2455845248107,587.0647603027754,0,61
6,62,849.9209855564995,598.393372982158,0,62
6,63,582.8373702422145,601.9134948096886,0,63
6,64,266.4099099099099,626.951951951952,0,64
6,65,739.5104270109235,624.1876861966236,0,65
6,66,791.0723155588021,634.1402483564646,0,66
6,67,532.6556042579837,639.5416405760801,0,67
6,68,1068.3230633802816,645.612676056338,0,68
6,69,443.24676923076925,665.5587692307693,0,69
6,70,236.2520593080725,670.322075782537,0,70
6,71,867.1727172717272,668.6413641364136,0,71
6,72,1051.4085943190096,690.9664967225054,0,72
6,73,704.9310344827586,702.5229885057471,0,73
6,74,879.4988439306359,706.9601156069364,0,74
6,75,199.885593220339,712.0217917675545,0,75
6,76,911.3020134228188,714.6126558005752,0,76
6,77,345.5119825708061,717.0101670297748,0,77
6,78,681.0214224507283,746.9494430162811,0,78
6,79,569.5778635778636,762.6435006435006,0,79
6,80,1118.5703012912481,770.7991391678622,0,80
6,81,32.33765298776098,774.92656587473,0,81
6,82,602.7876330461227,779.9204257475925,0,82
6,83,1085.006456241033,784.157819225251,0,83
6,84,862.7410329985653,786.0086083213773,0,84
6,85,710.5580842391304,787.9524456521739,0,85
6,86,371.3505843071786,810.4641068447412,0,86
6,87,307.6814863968149,811.7982747179827,0,87
6,88,229.39005235602093,828.0798429319372,0,88
6,89,1012.4257095158598,834.5809682804675,0,89
6,90,1060.7494163424124,848.6163424124513,0,90
6,91,907.3503480278422,851.570765661253,0,91
7,1,338.1378420237481,28.666494579246258,0,1
7,2,91.3081438004402,33.705796038151135,0,2
7,3,564.8874734607218,47.04830148619958,0,3
7,4,295.6459537572254,52.27601156069364,0,4
7,5,790.6167326172979,51.46071226681741,0,5
7,6,530.8347280334729,70.96373779637378,0,6
7,7,338.80825242718447,78.27669902912622,0,7
7,8,434.6652813299233,92.55658567774935,0,8
7,9,183.6692216981132,102.71285377358491,0,9
